6.8e+00,3.0e+00,5.5e+00,2.1e+00
5.7e+00,2.5e+00,5.0e+00,2.0e+00
5.8e+00,2.8e+00,5.1e+00,2.4e+00
6.4e+00,3.2e+00,5.3e+00,2.3e+00
6.5e+00,3.0e+00,5.5e+00,1.8e+00
7.7e+00,3.8e+00,6.7e+00,2.2e+00
7.7e+00,2.6e+00,6.9e+00,2.3e+00
6.0e+00,2.2e+00,5.0e+00,1.5e+00
6.9e+00,3.2e+00,5.7e+00,2.3e+00
5.6e+00,2.8e+00,4.9e+00,2.0e+00
7.7e+00,2.8e+00,6.7e+00,2.0e+00
6.3e+00,2.7e+00,4.9e+00,1.8e+00
6.7e+00,3.3e+00,5.7e+00,2.1e+00
7.2e+00,3.2e+00,6.0e+00,1.8e+00
6.2e+00,2.8e+00,4.8e+00,1.8e+00
6.1e+00,3.0e+00,4.9e+00,1.8e+00
6.4e+00,2.8e+00,5.6e+00,2.1e+00
7.2e+00,3.0e+00,5.8e+00,1.6e+00
7.4e+00,2.8e+00,6.1e+00,1.9e+00
7.9e+00,3.8e+00,6.4e+00,2.0e+00
6.4e+00,2.8e+00,5.6e+00,2.2e+00
6.3e+00,2.8e+00,5.1e+00,1.5e+00
6.1e+00,2.6e+00,5.6e+00,1.4e+00
7.7e+00,3.0e+00,6.1e+00,2.3e+00
6.3e+00,3.4e+00,5.6e+00,2.4e+00
6.4e+00,3.1e+00,5.5e+00,1.8e+00
6.0e+00,3.0e+00,4.8e+00,1.8e+00
6.9e+00,3.1e+00,5.4e+00,2.1e+00
6.7e+00,3.1e+00,5.6e+00,2.4e+00
6.9e+00,3.1e+00,5.1e+00,2.3e+00
5.8e+00,2.7e+00,5.1e+00,1.9e+00
6.8e+00,3.2e+00,5.9e+00,2.3e+00
6.7e+00,3.3e+00,5.7e+00,2.5e+00
6.7e+00,3.0e+00,5.2e+00,2.3e+00
6.3e+00,2.5e+00,5.0e+00,1.9e+00
6.5e+00,3.0e+00,5.2e+00,2.0e+00
6.2e+00,3.4e+00,5.4e+00,2.3e+00
5.9e+00,3.0e+00,5.1e+00,1.8e+00
